text_id,project,match_text,numeric_value,context
P334049,saao_saa01,half,,"e outside the ca[mp]. And here — (when) they come [......], half of the [......] ... here; I went by a cart and had a look;"
P334050,saao_saa01,6,6,"to the Palace. Now after this letter, on the evening of the 6th, he sent me the following letter of his: ""The Ukkaean has"
P334051,saao_saa01,"1,000",1000,"a is not able to direct the men, he said to me as follows: '1,000 men [...... (Break) ...... we [can]not do the work.'"" Paqah"
P334051,saao_saa01,100,100,"rk.'"" Paqaha told me: ""I (must) personally take the lead of 100 men and spend a full month on the work. Let the king my lor"
P334051,saao_saa01,100,100,"at I (must) spend a full month on the work employing (only) 100 men."""
P334054,saao_saa01,three,,"! As to the jewels of which the king, my lord, wrote to me, three leather(-bag)s with assorted jewels, just as [the king my l"
P334054,saao_saa01,two,,"my lord] wrote to me, have just been given from [...]; and two [...]s of [......] ... stones [...... (Rest destroyed) (SPA"
P334078,saao_saa01,One,,"are the measurements of the beams (for) the doo[rs]: ruling One beam: length 26 royal cubits (13 m), width one cubit (0,5 m"
P334078,saao_saa01,26,26,"nts of the beams (for) the doo[rs]: ruling One beam: length 26 royal cubits (13 m), width one cubit (0,5 m), thickness one"
P334078,saao_saa01,13,13,"(for) the doo[rs]: ruling One beam: length 26 royal cubits (13 m), width one cubit (0,5 m), thickness one bone (32 cm); ru"
P334078,saao_saa01,one,,"[rs]: ruling One beam: length 26 royal cubits (13 m), width one cubit (0,5 m), thickness one bone (32 cm); ruling One beam:"
P334078,saao_saa01,"0,5",5,"g One beam: length 26 royal cubits (13 m), width one cubit (0,5 m), thickness one bone (32 cm); ruling One beam: length [2]"
P334078,saao_saa01,one,,"26 royal cubits (13 m), width one cubit (0,5 m), thickness one bone (32 cm); ruling One beam: length [2]1 royal cubits [.."
P334078,saao_saa01,32,32,"cubits (13 m), width one cubit (0,5 m), thickness one bone (32 cm); ruling One beam: length [2]1 royal cubits [...... (Bre"
P334078,saao_saa01,One,,"width one cubit (0,5 m), thickness one bone (32 cm); ruling One beam: length [2]1 royal cubits [...... (Break) (SPACER) rul"
P334078,saao_saa01,[2],2,"0,5 m), thickness one bone (32 cm); ruling One beam: length [2]1 royal cubits [...... (Break) (SPACER) ruling [Four] beams:"
P334078,saao_saa01,1,1,"m), thickness one bone (32 cm); ruling One beam: length [2]1 royal cubits [...... (Break) (SPACER) ruling [Four] beams:"
P334078,saao_saa01,Four,,": length [2]1 royal cubits [...... (Break) (SPACER) ruling [Four] beams: length [x] cubits, width [one] cubit, thickness [on"
P334078,saao_saa01,one,,"ak) (SPACER) ruling [Four] beams: length [x] cubits, width [one] cubit, thickness [one] cubit; ruling [two] beams: length ["
P334078,saao_saa01,one,,"ur] beams: length [x] cubits, width [one] cubit, thickness [one] cubit; ruling [two] beams: length [x] cubits, width [one]"
P334078,saao_saa01,two,,"] cubits, width [one] cubit, thickness [one] cubit; ruling [two] beams: length [x] cubits, width [one] cubit, thickness one"
P334078,saao_saa01,one,,"[one] cubit; ruling [two] beams: length [x] cubits, width [one] cubit, thickness one cubit; ruling [x] beams: length [x] c"
P334078,saao_saa01,one,,"two] beams: length [x] cubits, width [one] cubit, thickness one cubit; ruling [x] beams: length [x] cubits, width [one bo]n"
P334078,saao_saa01,one,,"ness one cubit; ruling [x] beams: length [x] cubits, width [one bo]ne, thickness [one bo]ne; ruling [12] beams: length [x c"
P334078,saao_saa01,one,,"[x] beams: length [x] cubits, width [one bo]ne, thickness [one bo]ne; ruling [12] beams: length [x cubits], width [one cub"
P334078,saao_saa01,[12],12,"[x] cubits, width [one bo]ne, thickness [one bo]ne; ruling [12] beams: length [x cubits], width [one cubit], thickness one"
P334078,saao_saa01,one,,"ss [one bo]ne; ruling [12] beams: length [x cubits], width [one cubit], thickness one cubit; [15] beams: length [x] cubits,"
P334078,saao_saa01,one,,"[12] beams: length [x cubits], width [one cubit], thickness one cubit; [15] beams: length [x] cubits, width [x] cubit, thic"
P334078,saao_saa01,[15],15,"length [x cubits], width [one cubit], thickness one cubit; [15] beams: length [x] cubits, width [x] cubit, thickness four i"
P334078,saao_saa01,four,,"; [15] beams: length [x] cubits, width [x] cubit, thickness four inches. ruling"
P334080,saao_saa01,Two,,"said to me: ""Gabbi-amur said that Ra'sunu [......"" (Break) Two days later he came (again), saying: ""I accused my father wr"
P334081,saao_saa01,17,17,"ord! [May Sin and] Nikkal bless [the kin]g, my lord! On the 17th of [... Sin] came out and entered the akitu chapel. The s"
P334100,saao_saa01,one,,"Marduk-eriba and his brother to the king, my lord. Let the one who pleases the king my lord serve with the king my lord, a"
P334100,saao_saa01,third,,"my lord, and let them give the second-best to me. It is the third year already since my cavalry was dissolved and the king, m"
P334100,saao_saa01,three,,"empt. Marduk-eriba went to see his brother's maid, spending three days in Dur-Šarruken, and returned to his father's house."
P334101,saao_saa01,five,,"about whom the king, my lord, wrote to me, I have just sent five borers to the king, my lord. (Rest destroyed) (SPACER)"
P334113,saao_saa01,three,,"lter. Some of them were missing: Kinâ, a wineskin-raft man, three persons; Sandapî, a vegetable gardener, three persons; Hulî"
P334113,saao_saa01,three,,"kin-raft man, three persons; Sandapî, a vegetable gardener, three persons; Hulî, a farmer, five persons; Kuzâ, a belt-maker,"
P334113,saao_saa01,five,,"ndapî, a vegetable gardener, three persons; Hulî, a farmer, five persons; Kuzâ, a belt-maker, four persons — in all 15 perso"
P334113,saao_saa01,four,,"persons; Hulî, a farmer, five persons; Kuzâ, a belt-maker, four persons — in all 15 persons missing from my writing-board."
P334113,saao_saa01,15,15,"er, five persons; Kuzâ, a belt-maker, four persons — in all 15 persons missing from my writing-board. I sent the bodyguard"
P334113,saao_saa01,200,200,"my lord was in Babylon, they urged me to give a shipment of 200 reed altars for the work of the Nabû temple; now Aha-lurši"
P334113,saao_saa01,200,200,temple; now Aha-lurši has told me to make available another 200 reed altars. Ubru-Babili is at the moment in the presence o
P334113,saao_saa01,Two,,"give, then I too will give. What does the king my lord say? Two liters of bread and two liters of beer for the exorcist; on"
P334113,saao_saa01,two,,ve. What does the king my lord say? Two liters of bread and two liters of beer for the exorcist; one liter of bread and one
P334113,saao_saa01,one,,wo liters of bread and two liters of beer for the exorcist; one liter of bread and one liter of beer for the lahhinu; in al
P334113,saao_saa01,one,,"two liters of beer for the exorcist; one liter of bread and one liter of beer for the lahhinu; in all, six liters of bread"
P334113,saao_saa01,six,,"ter of bread and one liter of beer for the lahhinu; in all, six liters of bread and beer being the surplus of the daily off"
P334118,saao_saa01,27,27,ed me the king's sealed message in the city of Anisu on the 27th. The messenger of the commander of the fort came to me in
P334118,saao_saa01,28,28,"ll is well; the king, my lord, can be glad. (SPACER) On the 28th I shall be in the city of Ieri. (SPACER)"
P334125,saao_saa01,half,,"he king, my lord, wrote to me, I weighed it out, and it was half a mina according to the standard of Babylon. Part of the go"
P334125,saao_saa01,half,,"ord. Šuzubu told [me]: ""They gave it to me according to the half-mina of Babylon."""
P334136,saao_saa01,9,9,"ld that there had been an earthquake in Dur-Šarruken on the 9th of Adar (XII). Perhaps the king, my lord, now says: ""Any"
P334141,saao_saa01,seven,,"saries of Commagene have come, bringing tribute and with it seven teams of mules. The tribute and the mules are entrusted in"
P334141,saao_saa01,seven,,ght red wool. The merchants told me that they have selected seven talents from it but that the Commageneans did not agree but
P334142,saao_saa01,eleven,,utterly defeated on his expedition against the Cimmerians; eleven of his governors have been eliminated [with] their troops;
P334142,saao_saa01,two,,eliminated [with] their troops; his commander-in-chief and two of his governors [have been taken prisoners]. He (himself)
P334142,saao_saa01,Three,,utterly defeated on his expedition against the Cimmerians. Three of his magnates along with their troops have been killed; h
P334143,saao_saa01,11,11,"ld rush troops to me."" This was the report of Ariye; on the 11th of Elul (VI) I got a letter from Aššur-reṣuwa: ""The Urarṭ"
P334143,saao_saa01,11,11,"lace. I am sending this letter to the king, my lord, on the 11th of Elul. (SPACER)"
P334170,saao_saa01,1,1,"petitioned the [...] tells me: ""A son of Sa[dir] has given 1.5 minas of gold to [...]; he has raised [from h]im 50 [...,"
P334170,saao_saa01,5,5,"etitioned the [...] tells me: ""A son of Sa[dir] has given 1.5 minas of gold to [...]; he has raised [from h]im 50 [..., a"
P334170,saao_saa01,50,50,"given 1.5 minas of gold to [...]; he has raised [from h]im 50 [..., and ...] to [......]"" A son of Sadir [......] bits an"
P334170,saao_saa01,three,,.... (Break) (SPACER) [A son of] Sadir has ra[ised ...] for three years. [The son]s of Sadir petitioned the Palace claiming t
P334174,saao_saa01,120,120,"have ch]ased him [......] Calah [......] the moat [......] 120 [...... (Break) (SPACER) [Perhaps my lo]rd would say: ""Why"
P334175,saao_saa01,2,2,"ervant Aššur-bani. Good health to the king, my lord! On the 2nd [......] the gods [......]; on the 3rd [...... (Rest dest"
P334175,saao_saa01,3,3,"ing, my lord! On the 2nd [......] the gods [......]; on the 3rd [...... (Rest destroyed) (SPACER)"
P334193,saao_saa01,"1,119",1119,"The king's word to Mannu-ki-Adad: 1,119 able-bodied men — all together they were 5,000 persons, tho"
P334193,saao_saa01,"5,000",5000,"nnu-ki-Adad: 1,119 able-bodied men — all together they were 5,000 persons, those of them who have died have died, and those w"
P334209,saao_saa01,four,,"ust sent to the palace with a kallapu messenger [a total of four] eunuchs: [Urda]-Issar, a cupbearer; Ṣilli-Šamaš, a confect"
P334211,saao_saa01,10,10,"health to the king, my lord! The deportees [arrived] on the 10th of Tammuz (IV); the horses [......] fodder [......] in ou"
P334213,saao_saa01,three,,"not write to the king my lord like this: ""They will finish three boats by the 1st of Nisan (I), the fourth will be ready by"
P334213,saao_saa01,1,1,"ing my lord like this: ""They will finish three boats by the 1st of Nisan (I), the fourth will be ready by the 1st of Iyya"
P334213,saao_saa01,1,1,"ts by the 1st of Nisan (I), the fourth will be ready by the 1st of Iyyar (II)?"" At the moment [x] boats are finished [..."
P334213,saao_saa01,six,,t the moment [x] boats are finished [..... (Break) (SPACER) six men [......] and female [......] the other side [......]
P334214,saao_saa01,three,,"rd, wrote to me, I am right now sending to the king my lord three men: Agbur son of Adda-šumki, Milki-[...] son of [...], and"
P334271,saao_saa01,12,12,"him]: ""Why were you delayed?"" He said: ""He detained me for 12 days; Marduk-šumu-iddina will be coming right after me."""
P334284,saao_saa01,30,30,"nd cannot attend to it (properly). Now, let me get together 30 families and place them there. There are men of Nabû-ṣalla"
P334314,saao_saa01,four,,"in and the artists, who told me this: ""We are going to cast four column-bases of bronze for two hilānu palaces in the month"
P334314,saao_saa01,two,,"this: ""We are going to cast four column-bases of bronze for two hilānu palaces in the month of Marchesvan (VIII); the small"
P334314,saao_saa01,1,1,"e wooden saramu's are not ready; I shall finish them by the 1st of Tishri (VII)."" On the doors to be coated with bronze s"
P334314,saao_saa01,five,,"he doors to be coated with bronze sheets he said: ""Doors of five doorways are finished [...... (Break of three lines) I shal"
P334314,saao_saa01,three,,"aid: ""Doors of five doorways are finished [...... (Break of three lines) I shall send word; they will bring the sheets togeth"
P334317,saao_saa01,1],1,"Height[ 1]3 cubits (6,5 m), width four cubits (2 m): the main building"
P334317,saao_saa01,3,3,"Height[ 1]3 cubits (6,5 m), width four cubits (2 m): the main building."
P334317,saao_saa01,"6,5",65,"Height[ 1]3 cubits (6,5 m), width four cubits (2 m): the main building. ruling Heig"
P334317,saao_saa01,four,,"Height[ 1]3 cubits (6,5 m), width four cubits (2 m): the main building. ruling Height [x cubits],"
P334317,saao_saa01,2,2,"Height[ 1]3 cubits (6,5 m), width four cubits (2 m): the main building. ruling Height [x cubits], width four"
P334317,saao_saa01,four,,"s (2 m): the main building. ruling Height [x cubits], width four cubits: the small building. ruling Height [x cubits], width"
P334317,saao_saa01,three,,"cubits: the small building. ruling Height [x cubits], width three cubits and a span: four double(-door)s; ruling Height [x cu"
P334317,saao_saa01,four,,"g. ruling Height [x cubits], width three cubits and a span: four double(-door)s; ruling Height [x cubits] and a span, width"
P334317,saao_saa01,three,,"double(-door)s; ruling Height [x cubits] and a span, width three cubits: two ditto; ruling [In all eight] double-doors. ruli"
P334317,saao_saa01,two,,"s; ruling Height [x cubits] and a span, width three cubits: two ditto; ruling [In all eight] double-doors. ruling Heig[ht x"
P334317,saao_saa01,eight,,"] and a span, width three cubits: two ditto; ruling [In all eight] double-doors. ruling Heig[ht x cubits], (width) three cubi"
