text_id,project,translation,token_count
P313719,saao_saa01,"(Beginning destroyed) [......] servants (two broken and obscure lines) [......] Marduk-šumu-iddina [...... ha]s come [......] right now [he is on his way] to greet [the king, my lord] (Rest destroyed) (SPACER) (SPACER)",17
P313722,saao_saa01,"[To the king, my lord: your servant Sin-ahhe-riba. Good health to the king, my lord! Assyria is well, the temples are] we[ll, all the king's forts] are well. The ki[ng, my lord, can be glad] indeed. They have got hold of [that] horse concerning [which the king my lord gave me] or[ders] [...... (Break) ......] the merchant [...... t]o the [Palace] Superintendent [......] like the king, my lord. The chariot grooms of the ša-šēpi guard [...] under my command are asking for plants [... and one] full talent of bronze [...] per one team of hor[ses ...] in accordance with what the ki[ng ...]. What exactly does the king, my lord, order? (SPACER)",102
P313726,saao_saa01,"(Beginning destroyed) [... Gam]bulu [......] tribu[te ...... you will re]turn [......] your [......] you did not send [the ... o]f this land [to me]. I am writing to you right [now]: do not [...... t]o the people, but take your [tribut]e and come to me! [I am going to w]rite ... [about the tr]ibute of Ellipi, [they too will bring] their tribute. As to Humbê [of Bit-Zualza, what I wrote in] my previous [letter ...... (Rest destroyed) (SPACER)",64
P313742,saao_saa01,"[To the king, my lord]: your [servant Šamaš-upahhir]. Good he[alth to the king, my lord]! As to [the measurements] of the b[ull coloss]i about which the king [my lord wrote to] me, the length of the first bu[ll colossus] is [x] and a half royal [cubits], [its] widt[h is x]; from the length and the width [x] cubits and a half have been finished. [Another] colossus: [length is] 9.5 cubits; from its other side t[o the r]iver [......] cubits [...... (Break) (SPACER) [a bull colossus: length is x cubits], width [x cubits]; a bull colossus: [length] 10.[5 cubits], width 5 cubits; [in the c]ity [of ...]; a bull colossus: [length] 10 cu[bits], width 5 cubits; [...] the land of Habruri. [In all] eight bull colossi of the magnates [remai]ning. We have [not] yet detached them [from] the r[ock].",132
P313748,saao_saa01,"(Beginning destroyed) [On the 12th and 13]th I delivered the (barley) of the governor [of ...] in the city of Issete, [on the 14th], 15th and 16th, [that of the gov]ernor of Arbela in [...]-Adad. [On the 17th and] 18th [I delivered] the (barley) of the Palace Herald [in the town of ...]appi on [this] side of the city of Baqar; on the 19th and 20th [I delivered that of the governor of Ar]zuhina [......] Šamaš-belu-(uṣur) [...... (Five untranslatable lines) [On the 21st and 22nd] I delivered [that] of the Chief of Granaries [in ...; on the 23rd] I delivered [that of] the governor of Kilizi in [...]. I shall deliver [the ... to] the governor of Arbela in [...]; I shall deliver [the ...] to the Palace Herald in [...]ispi. The fodder [for] a calendar [month which they ...] from the Palace is at their disposal. [......] days [...... (Rest destroyed)",134
P313755,saao_saa01,"(Beginning destroyed or too broken for translation) [But shou]ld you say: ""Let [the king, my lord] give [my gods] back to me [......!]"" (then) quickly [gather and send me] information (and) [I will] soon [gi]ve your gods back to you. [...] the city of Muṣa[ṣir]; stay there! The seiz[ing ...] of your gods [......] this [...] of mine [......]. Why [would] you not [...... (Rest destroyed)",50
P313759,saao_saa01,"(Beginning destroyed) [......] the Vizier [......] the king, my lord, wro[te] [......] silver (from) their toll dues [......]. Now [the .....] who pay toll dues [to ......] [......] of my fathers [......] you (Break) (SPACER) [..... As] to the merchant[s] [of ...and Ṭa]bî [.....] about whom [I wrote] to the king, my lord, [and whom the ki]ng, my lord, gave to me [......], [now ...] and Ṭabî [......] have seized them [......] cavalry [......] Ṭabî ... (Rest destroyed)",56
P313762,saao_saa01,(Beginning destroyed) [......] why to [...] [......] the official [......] with Nabû-šumu-uṣur [......] went to Nineveh [......] of their [work as]signment [......] who [...] (Break) (SPACER) [At this very mo]ment seven per[sons] [......] from [......] (Rest destroyed),21
P313807,saao_saa01,(Beginning destroyed) [... ox]en [...] [... th]ere is/are [...] Šadikannean [...] ... [...] yet [...] ... [...] ... [...] seize you [...] takes [...] the Aššur temple [...] the land of Halzi [...] oxen [...] man [...] asked [...] there [...] Whatever [the kin]g my lord [sa]ys. (SPACER),25
P313815,saao_saa01,"(Beginning destroyed) [about whom the king, my lord, w]ote to me: ""Receive the [...]s from him!"" [......] two feet [......] set [...... I as]ked him (Break) (SPACER) [......] I seized [......] for money [......] he should sell [..... st]anding [..... Ṭa]bî [.....] said to me. [Perhaps] the king, my lord, will say: (Rest destroyed)",39
P313832,saao_saa01,"(Beginning destroyed) [......] I will inspect the [...] there [...... I will g]o to Harran [......] the mayors [......] have descended ... [......] I will go to Halahhu, and [whatever] I see [wharever] they do [......] I will tell to the king, my lord. [......] It rained on the 16th; [......] pour[ed ...] [......] that [...] [...... who] loves [...] [......] to the king [my lord] (Rest destroyed) (SPACER)",48
P313854,saao_saa01,"To the king, [my] lord: your servant Ila['i-Bel]. Good health to the king, [my lord]! Išmanni-Aššur the [...... (Break) (SPACER) ...] no luck [...] horse [......]",20
P313864,saao_saa01,"[To the king, my lord: your servant ... Good health to the king, my lord! [As to what] the king, [my lord wr]ote to m[e: ""After you] have fin[ished] the bull col[ossi, do your] work ......] work [...... (Break) (SPACER) ......] I shall load up and bring in the [...]. (SPACER)",43
P313871,saao_saa01,"(Beginning destroyed) ......] which in [...... an of]ficial in charge of the seed g[rain ...... (Three untranslatable lines) [...] from under [......] he came and gave me [......] dirt [...] emblem [......] The river running past Samar[ia has dried up and] there is just one well in the whole region [......]. I have set [to work ...] and they have filtered it(s water), but they have not yet finished [......]. [...] persons with exempted (soldiers) [......] cities [...... (Rest destroyed)",59
P313874,saao_saa01,"[To the king], my lord: [your servant] Tariba-Issar. [Good health] to the king, [my lord]! (Break) (SPACER) Now, what (orders) does the king, my lord, send? Let me go [to pile] up [the bar]ley I have collected, [until] my word [has arri]ved ......].",40
P313876,saao_saa01,"(Beginning destroyed) ... wrote to] you: ""The wife of [the] Treasurer and [her] daughters should go [to] Assyria""; you wrote the sealed royal order and dispatched it to Bel- duri, (but when) I sent my me[ssenger] to Damascus, [he] gave [him the wife] only. I have written to [... abo]ut the daughters whom he he[ld back ... (Rest destroyed)",52
P313878,saao_saa01,"[To the king, my lord: your servant .... Good health] to [the king, my lord! [As to the] master-buil[ders] about whom the king my lord [wrote to me]: ""Let them come and work with the magnates [...]! Perhaps [...] they can change [... into] a bull colossus"" — I have right now [sent the master-builders] to the king, my lord. Perhaps [the magnates] will [say in] the Palace: ""[...... (Rest destroyed) (SPACER)",64
P313879,saao_saa01,"(Beginning destroyed) (SPACER) Now, [should] the [...] (official) [fet]ch Aššur-šumi- ke'in from Tasti[ate]? What are [the king my lord's] instructions? (SPACER)",16
P313885,saao_saa01,"(Beginning destroyed) ...... I have made] it clear to [them ......; they are] in my presence, they [have not set] foot an[ywhere else]. If I send for [them], they come [promptly], and if I send them [to ......]. [I told] the chief ...s: ""Insp[ect] your [tro]ops! Each [of your ......], and the [...] official [...... should c]ome [...... (Rest destroyed) (SPACER)",49
P313897,saao_saa01,"(Beginning destroyed) As to [the ... of whom the ki]ng, my lord, wr[ote to me]: ""Mobilize them! They should come and drag the bull colo[ssi]!"" [I spo]ke with them in the presence of [...] of the Palace [..... (Rest destroyed) (SPACER)",33
P313904,saao_saa01,"To the king, my lord: your [serva]nt Inurta-il[ai]. (Break) (SPACER) ......] have cr[ossed] the river on [the ...th] of Nisan and [left] for the Palace to greet (the king).",26
